id,created_at,text
469412515638939648,2014-05-22 09:40:39,"RT @leovandoesburg: For #UK : we wish much success for the candidates of our @ECPM_official member party:CPA! Vote for dignity,responsible …"
469405991923351552,2014-05-22 09:14:44,RT @Europarl_EN: #EP2014 voting has started! But how does it work? Check rules for the UK http://t.co/xW6nNuHYWn http://t.co/mLFMQkKb4I
469132469229608961,2014-05-21 15:07:51,"ECPM questions one-sided EU sponsoring of left liberal lobbies
http://t.co/85pjlMQPNw"
469129105984991232,2014-05-21 14:54:29,"Vote Christian! 
United Kingdom and the Netherlands
http://t.co/GhSX8x2ZBS"
469068916568780800,2014-05-21 10:55:19,RT @EurActiv: Sexual exploitation accounts for 2/3 of forced labour profits: http://t.co/ZsL8rs92Us - @ilo report #forcedlabour
468754441525800960,2014-05-20 14:05:42,RT @arieslob: Motie ChristenUnie/SGP over 1 vergaderplek EP unaniem aangenomen. Kabinet krijgt opdracht dat te regelen tijdens Nederlands v…
468745075091333120,2014-05-20 13:28:29,"Is the EU financing inequality and undermining real diversity? 
http://t.co/mlt4UzWsjs"
468727848258510849,2014-05-20 12:20:02,"RT @BisschopRoelof: “@jaschippers  ""Eenzijdige EU-sponsoring voor links-liberale lobbyisten http://www.novini/""  Dit soort praktijken verkl…"
468723767506927616,2014-05-20 12:03:49,RT @FAFCEInfo: #EP2014 Over 200 candidates now signed the #Vote4Family2014 Manifesto http://t.co/tW0yQTN4z4
468715488139542528,2014-05-20 11:30:55,"MEP @petervdalen urges all EU citixzens to vote Christian, because we can change European politics! 
http://t.co/nDDnL5eRXF"
468695035152982016,2014-05-20 10:09:38,"Is the EU financing inequality? 
http://t.co/mlt4UzWsjs"
468689364558807040,2014-05-20 09:47:07,"RT @tobiasteuscher: Merci @FChretienne de l'interview croisée sur les racines chrétiennes de l'Europe, un sujet à approfondir d'urgence: ht…"
468684220798607360,2014-05-20 09:26:40,"RT @SariEssayah: ""Essayah pyytää Suomelta vetoomusta kuolemaantuomitun sudanilaiskristityn puolesta"" http://t.co/Se9jg24tdh #ihmisoikeudet …"
468658591235596288,2014-05-20 07:44:50,RT @EurofractieSGP: Vanavond verkiezingsavond EU-Israël met @keesvdstaaij en Opperrabbijn Jacobs in Hoevelaken. U komt toch ook? http://t.c…
468392972019838976,2014-05-19 14:09:21,RT @RonanMullen: Edited highlights from @RTEPrime_Time - https://t.co/DcOvBOnOem #RTECensorship @kevinbakhurst
468388080349888512,2014-05-19 13:49:55,"Vote Christian! Vote for ECPM candidates! 
http://t.co/yPOhRwRis6"
468340388194177025,2014-05-19 10:40:24,RT @RonanMullen: Full @RTE_PrimeTime now up online: http://t.co/YnRiaeMtL6 My own intervention starts at 45 minutes #rtept
468315787288387584,2014-05-19 09:02:39,RT @petervdalen: Puik artikel in @refdag door Johannes de Jong @ECPM_official waarom op 22-05 #CUSGP #EP2014 stemmen http://t.co/0eiZAEqdc1
